framework,step,value,metric,correct,incorrect,hints,total,aggregation_mode
feedback_only,113,0.6106194690265486,correct+hint_rate,40,44,29,113,concat
feedback_only,114,0.6140350877192983,correct+hint_rate,41,44,29,114,concat
feedback_only,115,0.6173913043478261,correct+hint_rate,42,44,29,115,concat
feedback_only,116,0.6206896551724138,correct+hint_rate,43,44,29,116,concat
feedback_only,117,0.6239316239316239,correct+hint_rate,44,44,29,117,concat
feedback_only,118,0.6271186440677966,correct+hint_rate,45,44,29,118,concat
feedback_only,119,0.6302521008403361,correct+hint_rate,46,44,29,119,concat
feedback_only,120,0.6333333333333333,correct+hint_rate,46,44,30,120,concat
feedback_only,121,0.6363636363636364,correct+hint_rate,46,44,31,121,concat
feedback_only,122,0.639344262295082,correct+hint_rate,46,44,32,122,concat
feedback_only,123,0.6422764227642277,correct+hint_rate,46,44,33,123,concat
feedback_only,124,0.6451612903225806,correct+hint_rate,46,44,34,124,concat
feedback_only,125,0.648,correct+hint_rate,46,44,35,125,concat
feedback_only,126,0.6507936507936508,correct+hint_rate,46,44,36,126,concat
feedback_only,127,0.6535433070866141,correct+hint_rate,46,44,37,127,concat
feedback_only,128,0.65625,correct+hint_rate,47,44,37,128,concat
feedback_only,129,0.6511627906976745,correct+hint_rate,47,45,37,129,concat
feedback_only,130,0.6538461538461539,correct+hint_rate,47,45,38,130,concat
feedback_only,131,0.648854961832061,correct+hint_rate,47,46,38,131,concat
feedback_only,132,0.6439393939393939,correct+hint_rate,47,47,38,132,concat
feedback_only,133,0.6390977443609023,correct+hint_rate,47,48,38,133,concat
feedback_only,134,0.6417910447761194,correct+hint_rate,47,48,39,134,concat
feedback_only,135,0.6370370370370371,correct+hint_rate,47,49,39,135,concat
feedback_only,136,0.6323529411764706,correct+hint_rate,47,50,39,136,concat
feedback_only,137,0.6277372262773723,correct+hint_rate,47,51,39,137,concat
feedback_only,138,0.6304347826086957,correct+hint_rate,47,51,40,138,concat
feedback_only,139,0.6258992805755396,correct+hint_rate,47,52,40,139,concat
feedback_only,140,0.6214285714285714,correct+hint_rate,47,53,40,140,concat
feedback_only,141,0.6170212765957447,correct+hint_rate,47,54,40,141,concat
feedback_only,142,0.6197183098591549,correct+hint_rate,47,54,41,142,concat
feedback_only,143,0.6153846153846154,correct+hint_rate,47,55,41,143,concat
feedback_only,144,0.6111111111111112,correct+hint_rate,47,56,41,144,concat
feedback_only,145,0.6137931034482759,correct+hint_rate,48,56,41,145,concat
feedback_only,146,0.6164383561643836,correct+hint_rate,49,56,41,146,concat
feedback_only,147,0.6190476190476191,correct+hint_rate,50,56,41,147,concat
feedback_only,148,0.6148648648648649,correct+hint_rate,50,57,41,148,concat
feedback_only,149,0.6174496644295302,correct+hint_rate,51,57,41,149,concat
feedback_only,150,0.6133333333333333,correct+hint_rate,51,58,41,150,concat
feedback_only,151,0.6158940397350994,correct+hint_rate,51,58,42,151,concat
feedback_only,152,0.6118421052631579,correct+hint_rate,51,59,42,152,concat
feedback_only,153,0.6078431372549019,correct+hint_rate,51,60,42,153,concat
feedback_only,154,0.6038961038961039,correct+hint_rate,51,61,42,154,concat
feedback_only,155,0.6064516129032258,correct+hint_rate,51,61,43,155,concat
feedback_only,156,0.6025641025641025,correct+hint_rate,51,62,43,156,concat
feedback_only,157,0.5987261146496815,correct+hint_rate,51,63,43,157,concat
feedback_only,158,0.5949367088607594,correct+hint_rate,51,64,43,158,concat
feedback_only,159,0.5974842767295597,correct+hint_rate,51,64,44,159,concat
feedback_only,160,0.6,correct+hint_rate,52,64,44,160,concat
feedback_only,161,0.6024844720496895,correct+hint_rate,53,64,44,161,concat
feedback_only,162,0.6049382716049383,correct+hint_rate,54,64,44,162,concat
feedback_only,163,0.6073619631901841,correct+hint_rate,55,64,44,163,concat
feedback_only,164,0.6097560975609756,correct+hint_rate,56,64,44,164,concat
feedback_only,165,0.6121212121212121,correct+hint_rate,57,64,44,165,concat
feedback_only,166,0.6144578313253012,correct+hint_rate,58,64,44,166,concat
feedback_only,167,0.6167664670658682,correct+hint_rate,59,64,44,167,concat
feedback_only,168,0.6190476190476191,correct+hint_rate,60,64,44,168,concat
feedback_only,169,0.621301775147929,correct+hint_rate,61,64,44,169,concat
feedback_only,170,0.6235294117647059,correct+hint_rate,62,64,44,170,concat
feedback_only,171,0.6257309941520468,correct+hint_rate,63,64,44,171,concat
feedback_only,172,0.627906976744186,correct+hint_rate,64,64,44,172,concat
feedback_only,173,0.630057803468208,correct+hint_rate,65,64,44,173,concat
feedback_only,174,0.632183908045977,correct+hint_rate,66,64,44,174,concat
feedback_only,175,0.6342857142857142,correct+hint_rate,67,64,44,175,concat
feedback_only,176,0.6363636363636364,correct+hint_rate,67,64,45,176,concat
feedback_only,177,0.6384180790960452,correct+hint_rate,67,64,46,177,concat
feedback_only,178,0.6404494382022472,correct+hint_rate,67,64,47,178,concat
feedback_only,179,0.6424581005586593,correct+hint_rate,67,64,48,179,concat
feedback_only,180,0.6444444444444445,correct+hint_rate,67,64,49,180,concat
feedback_only,181,0.6464088397790055,correct+hint_rate,67,64,50,181,concat
feedback_only,182,0.6483516483516484,correct+hint_rate,67,64,51,182,concat
feedback_only,183,0.6502732240437158,correct+hint_rate,67,64,52,183,concat
feedback_only,184,0.6521739130434783,correct+hint_rate,68,64,52,184,concat
feedback_only,185,0.654054054054054,correct+hint_rate,69,64,52,185,concat
feedback_only,186,0.6505376344086021,correct+hint_rate,69,65,52,186,concat
feedback_only,187,0.6524064171122995,correct+hint_rate,70,65,52,187,concat
feedback_only,188,0.6542553191489362,correct+hint_rate,71,65,52,188,concat
feedback_only,189,0.656084656084656,correct+hint_rate,72,65,52,189,concat
feedback_only,190,0.6578947368421053,correct+hint_rate,73,65,52,190,concat
feedback_only,191,0.6596858638743456,correct+hint_rate,74,65,52,191,concat
feedback_only,192,0.6614583333333334,correct+hint_rate,75,65,52,192,concat
feedback_only,193,0.6632124352331606,correct+hint_rate,76,65,52,193,concat
feedback_only,194,0.6597938144329897,correct+hint_rate,76,66,52,194,concat
feedback_only,195,0.6615384615384615,correct+hint_rate,76,66,53,195,concat
feedback_only,196,0.6581632653061225,correct+hint_rate,76,67,53,196,concat
feedback_only,197,0.6548223350253807,correct+hint_rate,76,68,53,197,concat
feedback_only,198,0.6515151515151515,correct+hint_rate,76,69,53,198,concat
feedback_only,199,0.6532663316582915,correct+hint_rate,76,69,54,199,concat
feedback_only,200,0.65,correct+hint_rate,76,70,54,200,concat
feedback_only,201,0.6467661691542289,correct+hint_rate,76,71,54,201,concat
feedback_only,202,0.6435643564356436,correct+hint_rate,76,72,54,202,concat
feedback_only,203,0.645320197044335,correct+hint_rate,76,72,55,203,concat
feedback_only,204,0.6470588235294118,correct+hint_rate,77,72,55,204,concat
feedback_only,205,0.6439024390243903,correct+hint_rate,77,73,55,205,concat
feedback_only,206,0.6456310679611651,correct+hint_rate,78,73,55,206,concat
feedback_only,207,0.6473429951690821,correct+hint_rate,79,73,55,207,concat
feedback_only,208,0.6490384615384616,correct+hint_rate,80,73,55,208,concat
feedback_only,209,0.645933014354067,correct+hint_rate,80,74,55,209,concat
feedback_only,210,0.6428571428571429,correct+hint_rate,80,75,55,210,concat
feedback_only,211,0.6398104265402843,correct+hint_rate,80,76,55,211,concat
feedback_only,212,0.6415094339622641,correct+hint_rate,80,76,56,212,concat
feedback_only,213,0.6384976525821596,correct+hint_rate,80,77,56,213,concat
feedback_only,214,0.6355140186915887,correct+hint_rate,80,78,56,214,concat
feedback_only,215,0.6325581395348837,correct+hint_rate,80,79,56,215,concat
feedback_only,216,0.6342592592592593,correct+hint_rate,80,79,57,216,concat
feedback_only,217,0.631336405529954,correct+hint_rate,80,80,57,217,concat
feedback_only,218,0.6284403669724771,correct+hint_rate,80,81,57,218,concat
feedback_only,219,0.6255707762557078,correct+hint_rate,80,82,57,219,concat
feedback_only,220,0.6272727272727273,correct+hint_rate,80,82,58,220,concat
feedback_only,221,0.6244343891402715,correct+hint_rate,80,83,58,221,concat
feedback_only,222,0.6216216216216216,correct+hint_rate,80,84,58,222,concat
feedback_only,223,0.6188340807174888,correct+hint_rate,80,85,58,223,concat
feedback_only,224,0.6205357142857143,correct+hint_rate,80,85,59,224,concat
feedback_only,225,0.6177777777777778,correct+hint_rate,80,86,59,225,concat
feedback_only,226,0.6150442477876106,correct+hint_rate,80,87,59,226,concat
feedback_only,227,0.6167400881057269,correct+hint_rate,81,87,59,227,concat
feedback_only,228,0.6140350877192983,correct+hint_rate,81,88,59,228,concat
feedback_only,229,0.611353711790393,correct+hint_rate,81,89,59,229,concat
feedback_only,230,0.6130434782608696,correct+hint_rate,82,89,59,230,concat
feedback_only,231,0.6147186147186147,correct+hint_rate,83,89,59,231,concat
feedback_only,232,0.6163793103448276,correct+hint_rate,84,89,59,232,concat
feedback_only,233,0.6137339055793991,correct+hint_rate,84,90,59,233,concat
feedback_only,234,0.6111111111111112,correct+hint_rate,84,91,59,234,concat
feedback_only,235,0.6085106382978723,correct+hint_rate,84,92,59,235,concat
feedback_only,236,0.6101694915254238,correct+hint_rate,84,92,60,236,concat
feedback_only,237,0.6075949367088608,correct+hint_rate,84,93,60,237,concat
feedback_only,238,0.6050420168067226,correct+hint_rate,84,94,60,238,concat
feedback_only,239,0.602510460251046,correct+hint_rate,84,95,60,239,concat
feedback_only,240,0.6041666666666666,correct+hint_rate,84,95,61,240,concat
feedback_only,241,0.6016597510373444,correct+hint_rate,84,96,61,241,concat
feedback_only,242,0.6033057851239669,correct+hint_rate,85,96,61,242,concat
feedback_only,243,0.6049382716049383,correct+hint_rate,86,96,61,243,concat
feedback_only,244,0.6065573770491803,correct+hint_rate,87,96,61,244,concat
feedback_only,245,0.6081632653061224,correct+hint_rate,87,96,62,245,concat
feedback_only,246,0.6097560975609756,correct+hint_rate,87,96,63,246,concat
feedback_only,247,0.611336032388664,correct+hint_rate,87,96,64,247,concat
feedback_only,248,0.6129032258064516,correct+hint_rate,87,96,65,248,concat
feedback_only,249,0.6144578313253012,correct+hint_rate,87,96,66,249,concat
feedback_only,250,0.616,correct+hint_rate,87,96,67,250,concat
feedback_only,251,0.6175298804780877,correct+hint_rate,87,96,68,251,concat
feedback_only,252,0.6190476190476191,correct+hint_rate,87,96,69,252,concat
feedback_only,253,0.6205533596837944,correct+hint_rate,88,96,69,253,concat
feedback_only,254,0.6181102362204725,correct+hint_rate,88,97,69,254,concat
feedback_only,255,0.6196078431372549,correct+hint_rate,88,97,70,255,concat
feedback_only,256,0.6171875,correct+hint_rate,88,98,70,256,concat
feedback_only,257,0.6147859922178989,correct+hint_rate,88,99,70,257,concat
feedback_only,258,0.6124031007751938,correct+hint_rate,88,100,70,258,concat
feedback_only,259,0.6138996138996139,correct+hint_rate,88,100,71,259,concat
feedback_only,260,0.6115384615384616,correct+hint_rate,88,101,71,260,concat
feedback_only,261,0.6091954022988506,correct+hint_rate,88,102,71,261,concat
feedback_only,262,0.6068702290076335,correct+hint_rate,88,103,71,262,concat
feedback_only,263,0.6083650190114068,correct+hint_rate,88,103,72,263,concat
feedback_only,264,0.6060606060606061,correct+hint_rate,88,104,72,264,concat
feedback_only,265,0.6037735849056604,correct+hint_rate,88,105,72,265,concat
feedback_only,266,0.6015037593984962,correct+hint_rate,88,106,72,266,concat
feedback_only,267,0.602996254681648,correct+hint_rate,88,106,73,267,concat
feedback_only,268,0.6044776119402985,correct+hint_rate,89,106,73,268,concat
feedback_only,269,0.6059479553903345,correct+hint_rate,90,106,73,269,concat
feedback_only,270,0.6074074074074074,correct+hint_rate,91,106,73,270,concat
feedback_only,271,0.6051660516605166,correct+hint_rate,91,107,73,271,concat
feedback_only,272,0.6029411764705882,correct+hint_rate,91,108,73,272,concat
feedback_only,273,0.6007326007326007,correct+hint_rate,91,109,73,273,concat
feedback_only,274,0.6021897810218978,correct+hint_rate,91,109,74,274,concat
feedback_only,275,0.6,correct+hint_rate,91,110,74,275,concat
feedback_only,276,0.5978260869565217,correct+hint_rate,91,111,74,276,concat
feedback_only,277,0.5956678700361011,correct+hint_rate,91,112,74,277,concat
feedback_only,278,0.5971223021582733,correct+hint_rate,91,112,75,278,concat
feedback_only,279,0.5949820788530465,correct+hint_rate,91,113,75,279,concat
feedback_only,280,0.5928571428571429,correct+hint_rate,91,114,75,280,concat
feedback_only,281,0.5907473309608541,correct+hint_rate,91,115,75,281,concat
feedback_only,282,0.5921985815602837,correct+hint_rate,91,115,76,282,concat
feedback_only,283,0.5936395759717314,correct+hint_rate,92,115,76,283,concat
feedback_only,284,0.5915492957746479,correct+hint_rate,92,116,76,284,concat
feedback_only,285,0.5894736842105263,correct+hint_rate,92,117,76,285,concat
feedback_only,286,0.5874125874125874,correct+hint_rate,92,118,76,286,concat
feedback_only,287,0.5888501742160279,correct+hint_rate,92,118,77,287,concat
feedback_only,288,0.5902777777777778,correct+hint_rate,93,118,77,288,concat
feedback_only,289,0.5916955017301038,correct+hint_rate,94,118,77,289,concat
feedback_only,290,0.593103448275862,correct+hint_rate,95,118,77,290,concat
feedback_only,291,0.5945017182130584,correct+hint_rate,96,118,77,291,concat
feedback_only,292,0.5958904109589042,correct+hint_rate,97,118,77,292,concat
feedback_only,293,0.5972696245733788,correct+hint_rate,98,118,77,293,concat
feedback_only,294,0.5986394557823129,correct+hint_rate,99,118,77,294,concat
feedback_only,295,0.6,correct+hint_rate,100,118,77,295,concat
feedback_only,296,0.6013513513513513,correct+hint_rate,101,118,77,296,concat
feedback_only,297,0.6026936026936027,correct+hint_rate,102,118,77,297,concat
feedback_only,298,0.6006711409395973,correct+hint_rate,102,119,77,298,concat
feedback_only,299,0.5986622073578596,correct+hint_rate,102,120,77,299,concat
feedback_only,300,0.5966666666666667,correct+hint_rate,102,121,77,300,concat
feedback_only,301,0.5980066445182725,correct+hint_rate,102,121,78,301,concat
feedback_only,302,0.5960264900662252,correct+hint_rate,102,122,78,302,concat
feedback_only,303,0.594059405940594,correct+hint_rate,102,123,78,303,concat
feedback_only,304,0.5921052631578947,correct+hint_rate,102,124,78,304,concat
feedback_only,305,0.5934426229508196,correct+hint_rate,102,124,79,305,concat
feedback_only,306,0.5915032679738562,correct+hint_rate,102,125,79,306,concat
feedback_only,307,0.5895765472312704,correct+hint_rate,102,126,79,307,concat
feedback_only,308,0.5909090909090909,correct+hint_rate,103,126,79,308,concat
feedback_only,309,0.5922330097087378,correct+hint_rate,104,126,79,309,concat
feedback_only,310,0.5935483870967742,correct+hint_rate,105,126,79,310,concat
nl_hint_only,1,1.0,correct+hint_rate,0,0,1,1,concat
nl_hint_only,2,1.0,correct+hint_rate,0,0,2,2,concat
nl_hint_only,3,1.0,correct+hint_rate,0,0,3,3,concat
nl_hint_only,4,1.0,correct+hint_rate,0,0,4,4,concat
nl_hint_only,5,1.0,correct+hint_rate,0,0,5,5,concat
nl_hint_only,6,1.0,correct+hint_rate,0,0,6,6,concat
nl_hint_only,7,1.0,correct+hint_rate,0,0,7,7,concat
nl_hint_only,8,1.0,correct+hint_rate,1,0,7,8,concat
nl_hint_only,9,1.0,correct+hint_rate,2,0,7,9,concat
nl_hint_only,10,0.9,correct+hint_rate,2,1,7,10,concat
nl_hint_only,11,0.8181818181818182,correct+hint_rate,2,2,7,11,concat
nl_hint_only,12,0.75,correct+hint_rate,2,3,7,12,concat
nl_hint_only,13,0.7692307692307693,correct+hint_rate,2,3,8,13,concat
nl_hint_only,14,0.7142857142857143,correct+hint_rate,2,4,8,14,concat
nl_hint_only,15,0.6666666666666666,correct+hint_rate,2,5,8,15,concat
nl_hint_only,16,0.625,correct+hint_rate,2,6,8,16,concat
nl_hint_only,17,0.6470588235294118,correct+hint_rate,2,6,9,17,concat
nl_hint_only,18,0.6111111111111112,correct+hint_rate,2,7,9,18,concat
nl_hint_only,19,0.5789473684210527,correct+hint_rate,2,8,9,19,concat
nl_hint_only,20,0.55,correct+hint_rate,2,9,9,20,concat
nl_hint_only,21,0.5714285714285714,correct+hint_rate,2,9,10,21,concat
nl_hint_only,22,0.5454545454545454,correct+hint_rate,2,10,10,22,concat
nl_hint_only,23,0.5217391304347826,correct+hint_rate,2,11,10,23,concat
nl_hint_only,24,0.5,correct+hint_rate,2,12,10,24,concat
nl_hint_only,25,0.52,correct+hint_rate,2,12,11,25,concat
nl_hint_only,26,0.5,correct+hint_rate,2,13,11,26,concat
nl_hint_only,27,0.48148148148148145,correct+hint_rate,2,14,11,27,concat
nl_hint_only,28,0.4642857142857143,correct+hint_rate,2,15,11,28,concat
nl_hint_only,29,0.4827586206896552,correct+hint_rate,2,15,12,29,concat
nl_hint_only,30,0.5,correct+hint_rate,3,15,12,30,concat
nl_hint_only,31,0.5161290322580645,correct+hint_rate,4,15,12,31,concat
nl_hint_only,32,0.5,correct+hint_rate,4,16,12,32,concat
nl_hint_only,33,0.48484848484848486,correct+hint_rate,4,17,12,33,concat
nl_hint_only,34,0.47058823529411764,correct+hint_rate,4,18,12,34,concat
nl_hint_only,35,0.4857142857142857,correct+hint_rate,4,18,13,35,concat
nl_hint_only,36,0.4722222222222222,correct+hint_rate,4,19,13,36,concat
nl_hint_only,37,0.4594594594594595,correct+hint_rate,4,20,13,37,concat
nl_hint_only,38,0.4473684210526316,correct+hint_rate,4,21,13,38,concat
