framework,step,value,metric,correct,incorrect,hints,total,aggregation_mode
feedback_only,68,0.4166666666666667,correct_rate,20,28,20,68,concat
feedback_only,69,0.4166666666666667,correct_rate,20,28,21,69,concat
feedback_only,70,0.4166666666666667,correct_rate,20,28,22,70,concat
feedback_only,71,0.4166666666666667,correct_rate,20,28,23,71,concat
feedback_only,72,0.4166666666666667,correct_rate,20,28,24,72,concat
feedback_only,73,0.42857142857142855,correct_rate,21,28,24,73,concat
feedback_only,74,0.44,correct_rate,22,28,24,74,concat
feedback_only,75,0.43137254901960786,correct_rate,22,29,24,75,concat
feedback_only,76,0.43137254901960786,correct_rate,22,29,25,76,concat
feedback_only,77,0.4230769230769231,correct_rate,22,30,25,77,concat
feedback_only,78,0.41509433962264153,correct_rate,22,31,25,78,concat
feedback_only,79,0.4074074074074074,correct_rate,22,32,25,79,concat
feedback_only,80,0.4074074074074074,correct_rate,22,32,26,80,concat
feedback_only,81,0.4,correct_rate,22,33,26,81,concat
feedback_only,82,0.39285714285714285,correct_rate,22,34,26,82,concat
feedback_only,83,0.38596491228070173,correct_rate,22,35,26,83,concat
feedback_only,84,0.38596491228070173,correct_rate,22,35,27,84,concat
feedback_only,85,0.3793103448275862,correct_rate,22,36,27,85,concat
feedback_only,86,0.3898305084745763,correct_rate,23,36,27,86,concat
feedback_only,87,0.38333333333333336,correct_rate,23,37,27,87,concat
feedback_only,88,0.3770491803278688,correct_rate,23,38,27,88,concat
feedback_only,89,0.3709677419354839,correct_rate,23,39,27,89,concat
feedback_only,90,0.3709677419354839,correct_rate,23,39,28,90,concat
feedback_only,91,0.38095238095238093,correct_rate,24,39,28,91,concat
feedback_only,92,0.390625,correct_rate,25,39,28,92,concat
feedback_only,93,0.38461538461538464,correct_rate,25,40,28,93,concat
feedback_only,94,0.3787878787878788,correct_rate,25,41,28,94,concat
feedback_only,95,0.373134328358209,correct_rate,25,42,28,95,concat
feedback_only,96,0.373134328358209,correct_rate,25,42,29,96,concat
feedback_only,97,0.38235294117647056,correct_rate,26,42,29,97,concat
feedback_only,98,0.391304347826087,correct_rate,27,42,29,98,concat
feedback_only,99,0.4,correct_rate,28,42,29,99,concat
feedback_only,100,0.4084507042253521,correct_rate,29,42,29,100,concat
feedback_only,101,0.4166666666666667,correct_rate,30,42,29,101,concat
feedback_only,102,0.4246575342465753,correct_rate,31,42,29,102,concat
feedback_only,103,0.43243243243243246,correct_rate,32,42,29,103,concat
feedback_only,104,0.44,correct_rate,33,42,29,104,concat
feedback_only,105,0.4473684210526316,correct_rate,34,42,29,105,concat
feedback_only,106,0.45454545454545453,correct_rate,35,42,29,106,concat
feedback_only,107,0.46153846153846156,correct_rate,36,42,29,107,concat
feedback_only,108,0.46835443037974683,correct_rate,37,42,29,108,concat
feedback_only,109,0.475,correct_rate,38,42,29,109,concat
feedback_only,110,0.48148148148148145,correct_rate,39,42,29,110,concat
feedback_only,111,0.4878048780487805,correct_rate,40,42,29,111,concat
feedback_only,112,0.4819277108433735,correct_rate,40,43,29,112,concat
feedback_only,113,0.47619047619047616,correct_rate,40,44,29,113,concat
feedback_only,114,0.4823529411764706,correct_rate,41,44,29,114,concat
feedback_only,115,0.4883720930232558,correct_rate,42,44,29,115,concat
feedback_only,116,0.4942528735632184,correct_rate,43,44,29,116,concat
feedback_only,117,0.5,correct_rate,44,44,29,117,concat
feedback_only,118,0.5056179775280899,correct_rate,45,44,29,118,concat
feedback_only,119,0.5111111111111111,correct_rate,46,44,29,119,concat
feedback_only,120,0.5111111111111111,correct_rate,46,44,30,120,concat
feedback_only,121,0.5111111111111111,correct_rate,46,44,31,121,concat
feedback_only,122,0.5111111111111111,correct_rate,46,44,32,122,concat
feedback_only,123,0.5111111111111111,correct_rate,46,44,33,123,concat
feedback_only,124,0.5111111111111111,correct_rate,46,44,34,124,concat
feedback_only,125,0.5111111111111111,correct_rate,46,44,35,125,concat
feedback_only,126,0.5111111111111111,correct_rate,46,44,36,126,concat
feedback_only,127,0.5111111111111111,correct_rate,46,44,37,127,concat
feedback_only,128,0.5164835164835165,correct_rate,47,44,37,128,concat
feedback_only,129,0.5108695652173914,correct_rate,47,45,37,129,concat
feedback_only,130,0.5108695652173914,correct_rate,47,45,38,130,concat
feedback_only,131,0.5053763440860215,correct_rate,47,46,38,131,concat
feedback_only,132,0.5,correct_rate,47,47,38,132,concat
feedback_only,133,0.49473684210526314,correct_rate,47,48,38,133,concat
feedback_only,134,0.49473684210526314,correct_rate,47,48,39,134,concat
feedback_only,135,0.4895833333333333,correct_rate,47,49,39,135,concat
feedback_only,136,0.4845360824742268,correct_rate,47,50,39,136,concat
feedback_only,137,0.47959183673469385,correct_rate,47,51,39,137,concat
feedback_only,138,0.47959183673469385,correct_rate,47,51,40,138,concat
feedback_only,139,0.47474747474747475,correct_rate,47,52,40,139,concat
feedback_only,140,0.47,correct_rate,47,53,40,140,concat
feedback_only,141,0.46534653465346537,correct_rate,47,54,40,141,concat
feedback_only,142,0.46534653465346537,correct_rate,47,54,41,142,concat
feedback_only,143,0.46078431372549017,correct_rate,47,55,41,143,concat
feedback_only,144,0.4563106796116505,correct_rate,47,56,41,144,concat
feedback_only,145,0.46153846153846156,correct_rate,48,56,41,145,concat
feedback_only,146,0.4666666666666667,correct_rate,49,56,41,146,concat
feedback_only,147,0.4716981132075472,correct_rate,50,56,41,147,concat
feedback_only,148,0.4672897196261682,correct_rate,50,57,41,148,concat
feedback_only,149,0.4722222222222222,correct_rate,51,57,41,149,concat
feedback_only,150,0.46788990825688076,correct_rate,51,58,41,150,concat
feedback_only,151,0.46788990825688076,correct_rate,51,58,42,151,concat
feedback_only,152,0.4636363636363636,correct_rate,51,59,42,152,concat
feedback_only,153,0.4594594594594595,correct_rate,51,60,42,153,concat
feedback_only,154,0.45535714285714285,correct_rate,51,61,42,154,concat
feedback_only,155,0.45535714285714285,correct_rate,51,61,43,155,concat
feedback_only,156,0.45132743362831856,correct_rate,51,62,43,156,concat
feedback_only,157,0.4473684210526316,correct_rate,51,63,43,157,concat
feedback_only,158,0.4434782608695652,correct_rate,51,64,43,158,concat
feedback_only,159,0.4434782608695652,correct_rate,51,64,44,159,concat
feedback_only,160,0.4482758620689655,correct_rate,52,64,44,160,concat
feedback_only,161,0.452991452991453,correct_rate,53,64,44,161,concat
feedback_only,162,0.4576271186440678,correct_rate,54,64,44,162,concat
feedback_only,163,0.46218487394957986,correct_rate,55,64,44,163,concat
feedback_only,164,0.4666666666666667,correct_rate,56,64,44,164,concat
feedback_only,165,0.47107438016528924,correct_rate,57,64,44,165,concat
feedback_only,166,0.47540983606557374,correct_rate,58,64,44,166,concat
feedback_only,167,0.4796747967479675,correct_rate,59,64,44,167,concat
feedback_only,168,0.4838709677419355,correct_rate,60,64,44,168,concat
feedback_only,169,0.488,correct_rate,61,64,44,169,concat
feedback_only,170,0.49206349206349204,correct_rate,62,64,44,170,concat
feedback_only,171,0.49606299212598426,correct_rate,63,64,44,171,concat
feedback_only,172,0.5,correct_rate,64,64,44,172,concat
feedback_only,173,0.5038759689922481,correct_rate,65,64,44,173,concat
feedback_only,174,0.5076923076923077,correct_rate,66,64,44,174,concat
feedback_only,175,0.5114503816793893,correct_rate,67,64,44,175,concat
feedback_only,176,0.5114503816793893,correct_rate,67,64,45,176,concat
feedback_only,177,0.5114503816793893,correct_rate,67,64,46,177,concat
feedback_only,178,0.5114503816793893,correct_rate,67,64,47,178,concat
feedback_only,179,0.5114503816793893,correct_rate,67,64,48,179,concat
feedback_only,180,0.5114503816793893,correct_rate,67,64,49,180,concat
feedback_only,181,0.5114503816793893,correct_rate,67,64,50,181,concat
feedback_only,182,0.5114503816793893,correct_rate,67,64,51,182,concat
feedback_only,183,0.5114503816793893,correct_rate,67,64,52,183,concat
feedback_only,184,0.5151515151515151,correct_rate,68,64,52,184,concat
feedback_only,185,0.518796992481203,correct_rate,69,64,52,185,concat
feedback_only,186,0.5149253731343284,correct_rate,69,65,52,186,concat
feedback_only,187,0.5185185185185185,correct_rate,70,65,52,187,concat
feedback_only,188,0.5220588235294118,correct_rate,71,65,52,188,concat
feedback_only,189,0.5255474452554745,correct_rate,72,65,52,189,concat
feedback_only,190,0.5289855072463768,correct_rate,73,65,52,190,concat
feedback_only,191,0.5323741007194245,correct_rate,74,65,52,191,concat
feedback_only,192,0.5357142857142857,correct_rate,75,65,52,192,concat
feedback_only,193,0.5390070921985816,correct_rate,76,65,52,193,concat
feedback_only,194,0.5352112676056338,correct_rate,76,66,52,194,concat
feedback_only,195,0.5352112676056338,correct_rate,76,66,53,195,concat
feedback_only,196,0.5314685314685315,correct_rate,76,67,53,196,concat
feedback_only,197,0.5277777777777778,correct_rate,76,68,53,197,concat
feedback_only,198,0.5241379310344828,correct_rate,76,69,53,198,concat
feedback_only,199,0.5241379310344828,correct_rate,76,69,54,199,concat
feedback_only,200,0.5205479452054794,correct_rate,76,70,54,200,concat
feedback_only,201,0.5170068027210885,correct_rate,76,71,54,201,concat
feedback_only,202,0.5135135135135135,correct_rate,76,72,54,202,concat
feedback_only,203,0.5135135135135135,correct_rate,76,72,55,203,concat
feedback_only,204,0.5167785234899329,correct_rate,77,72,55,204,concat
feedback_only,205,0.5133333333333333,correct_rate,77,73,55,205,concat
feedback_only,206,0.5165562913907285,correct_rate,78,73,55,206,concat
feedback_only,207,0.5197368421052632,correct_rate,79,73,55,207,concat
feedback_only,208,0.5228758169934641,correct_rate,80,73,55,208,concat
feedback_only,209,0.5194805194805194,correct_rate,80,74,55,209,concat
feedback_only,210,0.5161290322580645,correct_rate,80,75,55,210,concat
feedback_only,211,0.5128205128205128,correct_rate,80,76,55,211,concat
feedback_only,212,0.5128205128205128,correct_rate,80,76,56,212,concat
feedback_only,213,0.5095541401273885,correct_rate,80,77,56,213,concat
feedback_only,214,0.5063291139240507,correct_rate,80,78,56,214,concat
feedback_only,215,0.5031446540880503,correct_rate,80,79,56,215,concat
feedback_only,216,0.5031446540880503,correct_rate,80,79,57,216,concat
feedback_only,217,0.5,correct_rate,80,80,57,217,concat
feedback_only,218,0.4968944099378882,correct_rate,80,81,57,218,concat
feedback_only,219,0.49382716049382713,correct_rate,80,82,57,219,concat
feedback_only,220,0.49382716049382713,correct_rate,80,82,58,220,concat
feedback_only,221,0.49079754601226994,correct_rate,80,83,58,221,concat
feedback_only,222,0.4878048780487805,correct_rate,80,84,58,222,concat
feedback_only,223,0.48484848484848486,correct_rate,80,85,58,223,concat
feedback_only,224,0.48484848484848486,correct_rate,80,85,59,224,concat
feedback_only,225,0.4819277108433735,correct_rate,80,86,59,225,concat
feedback_only,226,0.47904191616766467,correct_rate,80,87,59,226,concat
feedback_only,227,0.48214285714285715,correct_rate,81,87,59,227,concat
feedback_only,228,0.47928994082840237,correct_rate,81,88,59,228,concat
feedback_only,229,0.4764705882352941,correct_rate,81,89,59,229,concat
feedback_only,230,0.47953216374269003,correct_rate,82,89,59,230,concat
feedback_only,231,0.48255813953488375,correct_rate,83,89,59,231,concat
feedback_only,232,0.48554913294797686,correct_rate,84,89,59,232,concat
feedback_only,233,0.4827586206896552,correct_rate,84,90,59,233,concat
feedback_only,234,0.48,correct_rate,84,91,59,234,concat
feedback_only,235,0.4772727272727273,correct_rate,84,92,59,235,concat
feedback_only,236,0.4772727272727273,correct_rate,84,92,60,236,concat
feedback_only,237,0.4745762711864407,correct_rate,84,93,60,237,concat
feedback_only,238,0.47191011235955055,correct_rate,84,94,60,238,concat
feedback_only,239,0.4692737430167598,correct_rate,84,95,60,239,concat
feedback_only,240,0.4692737430167598,correct_rate,84,95,61,240,concat
feedback_only,241,0.4666666666666667,correct_rate,84,96,61,241,concat
feedback_only,242,0.4696132596685083,correct_rate,85,96,61,242,concat
feedback_only,243,0.4725274725274725,correct_rate,86,96,61,243,concat
feedback_only,244,0.47540983606557374,correct_rate,87,96,61,244,concat
feedback_only,245,0.47540983606557374,correct_rate,87,96,62,245,concat
feedback_only,246,0.47540983606557374,correct_rate,87,96,63,246,concat
feedback_only,247,0.47540983606557374,correct_rate,87,96,64,247,concat
feedback_only,248,0.47540983606557374,correct_rate,87,96,65,248,concat
feedback_only,249,0.47540983606557374,correct_rate,87,96,66,249,concat
feedback_only,250,0.47540983606557374,correct_rate,87,96,67,250,concat
feedback_only,251,0.47540983606557374,correct_rate,87,96,68,251,concat
feedback_only,252,0.47540983606557374,correct_rate,87,96,69,252,concat
feedback_only,253,0.4782608695652174,correct_rate,88,96,69,253,concat
feedback_only,254,0.4756756756756757,correct_rate,88,97,69,254,concat
feedback_only,255,0.4756756756756757,correct_rate,88,97,70,255,concat
feedback_only,256,0.4731182795698925,correct_rate,88,98,70,256,concat
feedback_only,257,0.47058823529411764,correct_rate,88,99,70,257,concat
feedback_only,258,0.46808510638297873,correct_rate,88,100,70,258,concat
feedback_only,259,0.46808510638297873,correct_rate,88,100,71,259,concat
feedback_only,260,0.4656084656084656,correct_rate,88,101,71,260,concat
feedback_only,261,0.4631578947368421,correct_rate,88,102,71,261,concat
feedback_only,262,0.4607329842931937,correct_rate,88,103,71,262,concat
feedback_only,263,0.4607329842931937,correct_rate,88,103,72,263,concat
feedback_only,264,0.4583333333333333,correct_rate,88,104,72,264,concat
feedback_only,265,0.45595854922279794,correct_rate,88,105,72,265,concat
feedback_only,266,0.4536082474226804,correct_rate,88,106,72,266,concat
feedback_only,267,0.4536082474226804,correct_rate,88,106,73,267,concat
feedback_only,268,0.4564102564102564,correct_rate,89,106,73,268,concat
feedback_only,269,0.45918367346938777,correct_rate,90,106,73,269,concat
feedback_only,270,0.4619289340101523,correct_rate,91,106,73,270,concat
feedback_only,271,0.4595959595959596,correct_rate,91,107,73,271,concat
feedback_only,272,0.457286432160804,correct_rate,91,108,73,272,concat
feedback_only,273,0.455,correct_rate,91,109,73,273,concat
feedback_only,274,0.455,correct_rate,91,109,74,274,concat
feedback_only,275,0.4527363184079602,correct_rate,91,110,74,275,concat
feedback_only,276,0.4504950495049505,correct_rate,91,111,74,276,concat
feedback_only,277,0.4482758620689655,correct_rate,91,112,74,277,concat
feedback_only,278,0.4482758620689655,correct_rate,91,112,75,278,concat
feedback_only,279,0.44607843137254904,correct_rate,91,113,75,279,concat
feedback_only,280,0.44390243902439025,correct_rate,91,114,75,280,concat
feedback_only,281,0.441747572815534,correct_rate,91,115,75,281,concat
feedback_only,282,0.441747572815534,correct_rate,91,115,76,282,concat
feedback_only,283,0.4444444444444444,correct_rate,92,115,76,283,concat
feedback_only,284,0.4423076923076923,correct_rate,92,116,76,284,concat
feedback_only,285,0.44019138755980863,correct_rate,92,117,76,285,concat
feedback_only,286,0.4380952380952381,correct_rate,92,118,76,286,concat
feedback_only,287,0.4380952380952381,correct_rate,92,118,77,287,concat
feedback_only,288,0.44075829383886256,correct_rate,93,118,77,288,concat
feedback_only,289,0.44339622641509435,correct_rate,94,118,77,289,concat
feedback_only,290,0.4460093896713615,correct_rate,95,118,77,290,concat
feedback_only,291,0.4485981308411215,correct_rate,96,118,77,291,concat
feedback_only,292,0.4511627906976744,correct_rate,97,118,77,292,concat
feedback_only,293,0.4537037037037037,correct_rate,98,118,77,293,concat
feedback_only,294,0.45622119815668205,correct_rate,99,118,77,294,concat
feedback_only,295,0.45871559633027525,correct_rate,100,118,77,295,concat
feedback_only,296,0.4611872146118721,correct_rate,101,118,77,296,concat
feedback_only,297,0.4636363636363636,correct_rate,102,118,77,297,concat
feedback_only,298,0.46153846153846156,correct_rate,102,119,77,298,concat
feedback_only,299,0.4594594594594595,correct_rate,102,120,77,299,concat
feedback_only,300,0.45739910313901344,correct_rate,102,121,77,300,concat
feedback_only,301,0.45739910313901344,correct_rate,102,121,78,301,concat
feedback_only,302,0.45535714285714285,correct_rate,102,122,78,302,concat
feedback_only,303,0.4533333333333333,correct_rate,102,123,78,303,concat
feedback_only,304,0.45132743362831856,correct_rate,102,124,78,304,concat
feedback_only,305,0.45132743362831856,correct_rate,102,124,79,305,concat
feedback_only,306,0.44933920704845814,correct_rate,102,125,79,306,concat
feedback_only,307,0.4473684210526316,correct_rate,102,126,79,307,concat
feedback_only,308,0.4497816593886463,correct_rate,103,126,79,308,concat
feedback_only,309,0.45217391304347826,correct_rate,104,126,79,309,concat
feedback_only,310,0.45454545454545453,correct_rate,105,126,79,310,concat
nl_hint_only,1,0.0,correct_rate,0,0,1,1,concat
nl_hint_only,2,0.0,correct_rate,0,0,2,2,concat
nl_hint_only,3,0.0,correct_rate,0,0,3,3,concat
nl_hint_only,4,0.0,correct_rate,0,0,4,4,concat
nl_hint_only,5,0.0,correct_rate,0,0,5,5,concat
nl_hint_only,6,0.0,correct_rate,0,0,6,6,concat
nl_hint_only,7,0.0,correct_rate,0,0,7,7,concat
nl_hint_only,8,1.0,correct_rate,1,0,7,8,concat
nl_hint_only,9,1.0,correct_rate,2,0,7,9,concat
nl_hint_only,10,0.6666666666666666,correct_rate,2,1,7,10,concat
nl_hint_only,11,0.5,correct_rate,2,2,7,11,concat
nl_hint_only,12,0.4,correct_rate,2,3,7,12,concat
nl_hint_only,13,0.4,correct_rate,2,3,8,13,concat
nl_hint_only,14,0.3333333333333333,correct_rate,2,4,8,14,concat
nl_hint_only,15,0.2857142857142857,correct_rate,2,5,8,15,concat
nl_hint_only,16,0.25,correct_rate,2,6,8,16,concat
nl_hint_only,17,0.25,correct_rate,2,6,9,17,concat
nl_hint_only,18,0.2222222222222222,correct_rate,2,7,9,18,concat
nl_hint_only,19,0.2,correct_rate,2,8,9,19,concat
nl_hint_only,20,0.18181818181818182,correct_rate,2,9,9,20,concat
nl_hint_only,21,0.18181818181818182,correct_rate,2,9,10,21,concat
nl_hint_only,22,0.16666666666666666,correct_rate,2,10,10,22,concat
nl_hint_only,23,0.15384615384615385,correct_rate,2,11,10,23,concat
nl_hint_only,24,0.14285714285714285,correct_rate,2,12,10,24,concat
nl_hint_only,25,0.14285714285714285,correct_rate,2,12,11,25,concat
nl_hint_only,26,0.13333333333333333,correct_rate,2,13,11,26,concat
nl_hint_only,27,0.125,correct_rate,2,14,11,27,concat
nl_hint_only,28,0.11764705882352941,correct_rate,2,15,11,28,concat
nl_hint_only,29,0.11764705882352941,correct_rate,2,15,12,29,concat
nl_hint_only,30,0.16666666666666666,correct_rate,3,15,12,30,concat
nl_hint_only,31,0.21052631578947367,correct_rate,4,15,12,31,concat
nl_hint_only,32,0.2,correct_rate,4,16,12,32,concat
nl_hint_only,33,0.19047619047619047,correct_rate,4,17,12,33,concat
nl_hint_only,34,0.18181818181818182,correct_rate,4,18,12,34,concat
nl_hint_only,35,0.18181818181818182,correct_rate,4,18,13,35,concat
nl_hint_only,36,0.17391304347826086,correct_rate,4,19,13,36,concat
nl_hint_only,37,0.16666666666666666,correct_rate,4,20,13,37,concat
nl_hint_only,38,0.16,correct_rate,4,21,13,38,concat
nl_hint_only,39,0.16,correct_rate,4,21,14,39,concat
nl_hint_only,40,0.15384615384615385,correct_rate,4,22,14,40,concat
nl_hint_only,41,0.14814814814814814,correct_rate,4,23,14,41,concat
nl_hint_only,42,0.14285714285714285,correct_rate,4,24,14,42,concat
nl_hint_only,43,0.14285714285714285,correct_rate,4,24,15,43,concat
nl_hint_only,44,0.1724137931034483,correct_rate,5,24,15,44,concat
nl_hint_only,45,0.2,correct_rate,6,24,15,45,concat
nl_hint_only,46,0.22580645161290322,correct_rate,7,24,15,46,concat
nl_hint_only,47,0.25,correct_rate,8,24,15,47,concat
nl_hint_only,48,0.24242424242424243,correct_rate,8,25,15,48,concat
nl_hint_only,49,0.23529411764705882,correct_rate,8,26,15,49,concat
nl_hint_only,50,0.22857142857142856,correct_rate,8,27,15,50,concat
nl_hint_only,51,0.22857142857142856,correct_rate,8,27,16,51,concat
nl_hint_only,52,0.2222222222222222,correct_rate,8,28,16,52,concat
nl_hint_only,53,0.21621621621621623,correct_rate,8,29,16,53,concat
nl_hint_only,54,0.21052631578947367,correct_rate,8,30,16,54,concat
nl_hint_only,55,0.21052631578947367,correct_rate,8,30,17,55,concat
nl_hint_only,56,0.20512820512820512,correct_rate,8,31,17,56,concat
nl_hint_only,57,0.2,correct_rate,8,32,17,57,concat
nl_hint_only,58,0.1951219512195122,correct_rate,8,33,17,58,concat
nl_hint_only,59,0.1951219512195122,correct_rate,8,33,18,59,concat
nl_hint_only,60,0.19047619047619047,correct_rate,8,34,18,60,concat
nl_hint_only,61,0.18604651162790697,correct_rate,8,35,18,61,concat
nl_hint_only,62,0.18181818181818182,correct_rate,8,36,18,62,concat
nl_hint_only,63,0.18181818181818182,correct_rate,8,36,19,63,concat
nl_hint_only,64,0.17777777777777778,correct_rate,8,37,19,64,concat
nl_hint_only,65,0.17391304347826086,correct_rate,8,38,19,65,concat
nl_hint_only,66,0.1702127659574468,correct_rate,8,39,19,66,concat
nl_hint_only,67,0.1702127659574468,correct_rate,8,39,20,67,concat
nl_hint_only,68,0.16666666666666666,correct_rate,8,40,20,68,concat
nl_hint_only,69,0.16326530612244897,correct_rate,8,41,20,69,concat
nl_hint_only,70,0.16,correct_rate,8,42,20,70,concat
nl_hint_only,71,0.16,correct_rate,8,42,21,71,concat
nl_hint_only,72,0.1568627450980392,correct_rate,8,43,21,72,concat
nl_hint_only,73,0.15384615384615385,correct_rate,8,44,21,73,concat
nl_hint_only,74,0.1509433962264151,correct_rate,8,45,21,74,concat
nl_hint_only,75,0.1509433962264151,correct_rate,8,45,22,75,concat
nl_hint_only,76,0.16666666666666666,correct_rate,9,45,22,76,concat
nl_hint_only,77,0.18181818181818182,correct_rate,10,45,22,77,concat
nl_hint_only,78,0.17857142857142858,correct_rate,10,46,22,78,concat
nl_hint_only,79,0.17543859649122806,correct_rate,10,47,22,79,concat
nl_hint_only,80,0.1724137931034483,correct_rate,10,48,22,80,concat
nl_hint_only,81,0.1724137931034483,correct_rate,10,48,23,81,concat
nl_hint_only,82,0.1694915254237288,correct_rate,10,49,23,82,concat
nl_hint_only,83,0.16666666666666666,correct_rate,10,50,23,83,concat
nl_hint_only,84,0.16393442622950818,correct_rate,10,51,23,84,concat
nl_hint_only,85,0.16393442622950818,correct_rate,10,51,24,85,concat
nl_hint_only,86,0.16129032258064516,correct_rate,10,52,24,86,concat
nl_hint_only,87,0.15873015873015872,correct_rate,10,53,24,87,concat
nl_hint_only,88,0.15625,correct_rate,10,54,24,88,concat
nl_hint_only,89,0.15625,correct_rate,10,54,25,89,concat
nl_hint_only,90,0.15384615384615385,correct_rate,10,55,25,90,concat
nl_hint_only,91,0.15151515151515152,correct_rate,10,56,25,91,concat
nl_hint_only,92,0.14925373134328357,correct_rate,10,57,25,92,concat
nl_hint_only,93,0.14925373134328357,correct_rate,10,57,26,93,concat
nl_hint_only,94,0.14705882352941177,correct_rate,10,58,26,94,concat
nl_hint_only,95,0.14492753623188406,correct_rate,10,59,26,95,concat
nl_hint_only,96,0.14285714285714285,correct_rate,10,60,26,96,concat
nl_hint_only,97,0.14285714285714285,correct_rate,10,60,27,97,concat
nl_hint_only,98,0.14285714285714285,correct_rate,10,60,28,98,concat
nl_hint_only,99,0.14285714285714285,correct_rate,10,60,29,99,concat
nl_hint_only,100,0.14285714285714285,correct_rate,10,60,30,100,concat
nl_hint_only,101,0.14285714285714285,correct_rate,10,60,31,101,concat
nl_hint_only,102,0.14285714285714285,correct_rate,10,60,32,102,concat
nl_hint_only,103,0.14285714285714285,correct_rate,10,60,33,103,concat
