framework,kc_field,opportunity,error_rate,stderr,n_students
nl_hint_only,normalize_inputs,1,1.0,0.0,2
nl_hint_only,normalize_inputs,2,0.0,0.0,2
nl_hint_only,normalize_inputs,3,0.0,0.0,1
nl_hint_only,normalize_inputs,4,0.0,0.0,1
nl_hint_only,normalize_inputs,5,1.0,0.0,1
nl_hint_only,report_solution,1,1.0,0.0,2
nl_hint_only,report_solution,2,1.0,0.0,1
nl_hint_only,report_solution,3,1.0,0.0,1
nl_hint_only,report_solution,4,1.0,0.0,1
nl_hint_only,report_solution,5,1.0,0.0,1
nl_hint_only,report_solution,6,1.0,0.0,1
nl_hint_only,report_solution,7,1.0,0.0,1
nl_hint_only,report_solution,8,1.0,0.0,1
nl_hint_only,report_solution,9,0.0,0.0,1
nl_hint_only,report_solution,10,1.0,0.0,1
nl_hint_only,report_solution,11,1.0,0.0,1
nl_hint_only,report_solution,12,1.0,0.0,1
nl_hint_only,report_solution,13,1.0,0.0,1
nl_hint_only,report_solution,14,1.0,0.0,1
nl_hint_only,report_solution,15,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,1,1.0,0.0,2
nl_hint_only,resolve_ssa_ambiguity,2,0.0,0.0,1
nl_hint_only,select_area_formula,1,1.0,0.0,2
nl_hint_only,select_area_formula,2,1.0,0.0,2
nl_hint_only,select_area_formula,3,1.0,0.0,2
nl_hint_only,select_area_formula,4,1.0,0.0,2
nl_hint_only,select_area_formula,5,1.0,0.0,1
nl_hint_only,select_area_formula,6,1.0,0.0,1
nl_hint_only,select_area_formula,7,1.0,0.0,1
nl_hint_only,select_area_formula,8,1.0,0.0,1
nl_hint_only,select_area_formula,9,1.0,0.0,1
nl_hint_only,select_area_formula,10,1.0,0.0,1
nl_hint_only,select_area_formula,11,1.0,0.0,1
nl_hint_only,select_area_formula,12,1.0,0.0,1
nl_hint_only,select_area_formula,13,1.0,0.0,1
nl_hint_only,select_area_formula,14,1.0,0.0,1
nl_hint_only,select_area_formula,15,1.0,0.0,1
nl_hint_only,use_trig_ratios,1,1.0,0.0,1
