framework,kc_field,opportunity,error_rate,stderr,n_students
feedback_only,normalize_inputs,5,0.0,0.0,1
feedback_only,normalize_inputs,6,1.0,0.0,1
feedback_only,normalize_inputs,7,0.0,0.0,1
feedback_only,normalize_inputs,8,0.0,0.0,1
feedback_only,normalize_inputs,9,0.0,0.0,1
feedback_only,normalize_inputs,10,0.0,0.0,1
feedback_only,normalize_inputs,11,1.0,0.0,1
feedback_only,normalize_inputs,12,0.0,0.0,1
feedback_only,normalize_inputs,13,0.0,0.0,1
feedback_only,normalize_inputs,14,0.0,0.0,1
feedback_only,normalize_inputs,15,0.0,0.0,1
feedback_only,report_solution,1,1.0,0.0,1
feedback_only,report_solution,2,1.0,0.0,1
feedback_only,report_solution,3,0.0,0.0,1
feedback_only,report_solution,4,1.0,0.0,1
feedback_only,report_solution,5,0.0,0.0,1
feedback_only,report_solution,6,1.0,0.0,1
feedback_only,report_solution,7,1.0,0.0,1
feedback_only,report_solution,8,0.0,0.0,1
feedback_only,report_solution,9,1.0,0.0,1
feedback_only,report_solution,10,1.0,0.0,1
feedback_only,report_solution,11,1.0,0.0,1
feedback_only,report_solution,12,0.0,0.0,1
feedback_only,report_solution,13,0.0,0.0,1
feedback_only,report_solution,14,0.0,0.0,1
feedback_only,report_solution,15,0.0,0.0,1
feedback_only,resolve_ssa_ambiguity,1,1.0,0.0,1
feedback_only,resolve_ssa_ambiguity,2,0.0,0.0,1
feedback_only,resolve_ssa_ambiguity,3,1.0,0.0,1
feedback_only,resolve_ssa_ambiguity,4,0.0,0.0,1
feedback_only,resolve_ssa_ambiguity,5,1.0,0.0,1
feedback_only,resolve_ssa_ambiguity,6,1.0,0.0,1
feedback_only,resolve_ssa_ambiguity,7,1.0,0.0,1
feedback_only,resolve_ssa_ambiguity,8,1.0,0.0,1
feedback_only,select_area_formula,1,1.0,0.0,1
feedback_only,select_area_formula,2,1.0,0.0,1
feedback_only,select_area_formula,3,1.0,0.0,1
feedback_only,select_area_formula,4,1.0,0.0,1
feedback_only,select_area_formula,5,1.0,0.0,1
feedback_only,select_area_formula,6,1.0,0.0,1
feedback_only,select_area_formula,7,1.0,0.0,1
feedback_only,select_area_formula,8,0.0,0.0,1
feedback_only,select_area_formula,9,1.0,0.0,1
feedback_only,select_area_formula,10,1.0,0.0,1
feedback_only,select_area_formula,11,0.0,0.0,1
feedback_only,use_trig_ratios,1,1.0,0.0,1
feedback_only,use_trig_ratios,2,1.0,0.0,1
feedback_only,use_trig_ratios,3,1.0,0.0,1
feedback_only,use_trig_ratios,4,1.0,0.0,1
feedback_only,use_trig_ratios,5,1.0,0.0,1
feedback_only,use_trig_ratios,6,0.0,0.0,1
nl_hint_only,apply_pythagorean,1,1.0,0.0,1
nl_hint_only,apply_pythagorean,2,1.0,0.0,1
nl_hint_only,apply_pythagorean,3,1.0,0.0,1
nl_hint_only,apply_pythagorean,4,1.0,0.0,1
nl_hint_only,apply_pythagorean,5,1.0,0.0,1
nl_hint_only,apply_pythagorean,6,1.0,0.0,1
nl_hint_only,apply_pythagorean,7,1.0,0.0,1
nl_hint_only,apply_pythagorean,8,1.0,0.0,1
nl_hint_only,backfill_with_sines_if_needed,1,1.0,0.0,1
nl_hint_only,backfill_with_sines_if_needed,2,1.0,0.0,1
nl_hint_only,backfill_with_sines_if_needed,3,1.0,0.0,1
nl_hint_only,backfill_with_sines_if_needed,4,1.0,0.0,1
nl_hint_only,backfill_with_sines_if_needed,5,1.0,0.0,1
nl_hint_only,backfill_with_sines_if_needed,6,1.0,0.0,1
nl_hint_only,backfill_with_sines_if_needed,7,1.0,0.0,1
nl_hint_only,backfill_with_sines_if_needed,8,1.0,0.0,1
nl_hint_only,backfill_with_sines_if_needed,9,1.0,0.0,1
nl_hint_only,backfill_with_sines_if_needed,10,1.0,0.0,1
nl_hint_only,backfill_with_sines_if_needed,11,1.0,0.0,1
nl_hint_only,backfill_with_sines_if_needed,12,1.0,0.0,1
nl_hint_only,backfill_with_sines_if_needed,13,1.0,0.0,1
nl_hint_only,backfill_with_sines_if_needed,14,1.0,0.0,1
nl_hint_only,backfill_with_sines_if_needed,15,1.0,0.0,1
nl_hint_only,classify_triangle,1,1.0,0.0,1
nl_hint_only,classify_triangle,2,0.0,0.0,1
nl_hint_only,classify_triangle,3,0.0,0.0,1
nl_hint_only,classify_triangle,4,0.0,0.0,1
nl_hint_only,classify_triangle,5,1.0,0.0,1
nl_hint_only,classify_triangle,6,1.0,0.0,1
nl_hint_only,classify_triangle,7,0.0,0.0,1
nl_hint_only,classify_triangle,8,0.0,0.0,1
nl_hint_only,classify_triangle,9,0.0,0.0,1
nl_hint_only,classify_triangle,10,0.0,0.0,1
nl_hint_only,classify_triangle,11,1.0,0.0,1
nl_hint_only,classify_triangle,12,1.0,0.0,1
nl_hint_only,classify_triangle,13,1.0,0.0,1
nl_hint_only,classify_triangle,14,1.0,0.0,1
nl_hint_only,classify_triangle,15,1.0,0.0,1
nl_hint_only,compute_area,1,1.0,0.0,1
nl_hint_only,compute_area,2,1.0,0.0,1
nl_hint_only,compute_area,3,1.0,0.0,1
nl_hint_only,compute_area,4,1.0,0.0,1
nl_hint_only,compute_area,5,1.0,0.0,1
nl_hint_only,compute_area,6,1.0,0.0,1
nl_hint_only,compute_area,7,1.0,0.0,1
nl_hint_only,compute_missing_angles,1,1.0,0.0,1
nl_hint_only,compute_missing_angles,2,1.0,0.0,1
nl_hint_only,compute_missing_angles,3,1.0,0.0,1
nl_hint_only,compute_missing_angles,4,1.0,0.0,1
nl_hint_only,compute_missing_angles,5,1.0,0.0,1
nl_hint_only,compute_missing_angles,6,1.0,0.0,1
nl_hint_only,compute_missing_angles,7,1.0,0.0,1
nl_hint_only,compute_missing_angles,8,1.0,0.0,1
nl_hint_only,compute_missing_angles,9,1.0,0.0,1
nl_hint_only,compute_missing_angles,10,1.0,0.0,1
nl_hint_only,compute_missing_angles,11,1.0,0.0,1
nl_hint_only,compute_missing_angles,12,1.0,0.0,1
nl_hint_only,compute_missing_angles,13,1.0,0.0,1
nl_hint_only,compute_missing_angles,14,1.0,0.0,1
nl_hint_only,compute_missing_angles,15,1.0,0.0,1
nl_hint_only,compute_missing_sides,1,1.0,0.0,1
nl_hint_only,compute_missing_sides,2,0.0,0.0,1
nl_hint_only,compute_missing_sides,3,1.0,0.0,1
nl_hint_only,compute_missing_sides,4,1.0,0.0,1
nl_hint_only,compute_missing_sides,5,1.0,0.0,1
nl_hint_only,compute_missing_sides,6,1.0,0.0,1
nl_hint_only,compute_missing_sides,7,1.0,0.0,1
nl_hint_only,compute_missing_sides,8,1.0,0.0,1
nl_hint_only,compute_missing_sides,9,1.0,0.0,1
nl_hint_only,compute_missing_sides,10,1.0,0.0,1
nl_hint_only,compute_missing_sides,11,1.0,0.0,1
nl_hint_only,compute_missing_sides,12,1.0,0.0,1
nl_hint_only,compute_unknown_by_cosine,1,1.0,0.0,1
nl_hint_only,compute_unknown_by_cosine,2,1.0,0.0,1
nl_hint_only,compute_unknown_by_cosine,3,1.0,0.0,1
nl_hint_only,compute_unknown_by_cosine,4,1.0,0.0,1
nl_hint_only,compute_unknown_by_cosine,5,1.0,0.0,1
nl_hint_only,compute_unknown_by_cosine,6,1.0,0.0,1
nl_hint_only,compute_unknown_by_cosine,7,1.0,0.0,1
nl_hint_only,compute_unknown_by_cosine,8,1.0,0.0,1
nl_hint_only,compute_unknown_by_cosine,9,1.0,0.0,1
nl_hint_only,compute_unknown_by_cosine,10,1.0,0.0,1
nl_hint_only,consistency_checks,1,1.0,0.0,1
nl_hint_only,consistency_checks,2,1.0,0.0,1
nl_hint_only,consistency_checks,3,1.0,0.0,1
nl_hint_only,consistency_checks,4,1.0,0.0,1
nl_hint_only,consistency_checks,5,1.0,0.0,1
nl_hint_only,consistency_checks,6,1.0,0.0,1
nl_hint_only,consistency_checks,7,1.0,0.0,1
nl_hint_only,consistency_checks,8,1.0,0.0,1
nl_hint_only,consistency_checks,9,1.0,0.0,1
nl_hint_only,consistency_checks,10,0.0,0.0,1
nl_hint_only,consistency_checks,11,0.0,0.0,1
nl_hint_only,consistency_checks,12,1.0,0.0,1
nl_hint_only,consistency_checks,13,1.0,0.0,1
nl_hint_only,consistency_checks,14,1.0,0.0,1
nl_hint_only,consistency_checks,15,1.0,0.0,1
nl_hint_only,done,1,1.0,0.0,1
nl_hint_only,done,2,0.0,0.0,1
nl_hint_only,done,3,1.0,0.0,1
nl_hint_only,done,4,1.0,0.0,1
nl_hint_only,done,5,1.0,0.0,1
nl_hint_only,done,6,1.0,0.0,1
nl_hint_only,done,7,1.0,0.0,1
nl_hint_only,done,8,1.0,0.0,1
nl_hint_only,done,9,1.0,0.0,1
nl_hint_only,done,10,1.0,0.0,1
nl_hint_only,done,11,1.0,0.0,1
nl_hint_only,done,12,1.0,0.0,1
nl_hint_only,done,13,1.0,0.0,1
nl_hint_only,done,14,1.0,0.0,1
nl_hint_only,done,15,1.0,0.0,1
nl_hint_only,normalize_inputs,1,1.0,0.0,1
nl_hint_only,normalize_inputs,2,0.0,0.0,1
nl_hint_only,normalize_inputs,3,0.0,0.0,1
nl_hint_only,normalize_inputs,4,0.0,0.0,1
nl_hint_only,normalize_inputs,5,1.0,0.0,1
nl_hint_only,normalize_inputs,6,1.0,0.0,1
nl_hint_only,normalize_inputs,7,0.0,0.0,1
nl_hint_only,normalize_inputs,8,1.0,0.0,1
nl_hint_only,normalize_inputs,9,0.0,0.0,1
nl_hint_only,normalize_inputs,10,1.0,0.0,1
nl_hint_only,normalize_inputs,11,1.0,0.0,1
nl_hint_only,normalize_inputs,12,0.0,0.0,1
nl_hint_only,normalize_inputs,13,0.0,0.0,1
nl_hint_only,report_solution,1,1.0,0.0,1
nl_hint_only,report_solution,2,1.0,0.0,1
nl_hint_only,report_solution,3,1.0,0.0,1
nl_hint_only,report_solution,4,1.0,0.0,1
nl_hint_only,report_solution,5,1.0,0.0,1
nl_hint_only,report_solution,6,1.0,0.0,1
nl_hint_only,report_solution,7,1.0,0.0,1
nl_hint_only,report_solution,8,1.0,0.0,1
nl_hint_only,report_solution,9,1.0,0.0,1
nl_hint_only,report_solution,10,1.0,0.0,1
nl_hint_only,report_solution,11,1.0,0.0,1
nl_hint_only,report_solution,12,1.0,0.0,1
nl_hint_only,report_solution,13,1.0,0.0,1
nl_hint_only,report_solution,14,1.0,0.0,1
nl_hint_only,report_solution,15,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,1,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,2,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,3,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,4,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,5,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,6,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,7,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,8,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,9,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,10,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,11,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,12,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,13,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,14,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,15,1.0,0.0,1
nl_hint_only,select_area_formula,1,1.0,0.0,1
nl_hint_only,select_area_formula,2,1.0,0.0,1
nl_hint_only,select_area_formula,3,1.0,0.0,1
nl_hint_only,select_area_formula,4,1.0,0.0,1
nl_hint_only,select_area_formula,5,1.0,0.0,1
nl_hint_only,select_area_formula,6,1.0,0.0,1
nl_hint_only,select_area_formula,7,1.0,0.0,1
nl_hint_only,select_area_formula,8,1.0,0.0,1
nl_hint_only,select_area_formula,9,1.0,0.0,1
nl_hint_only,select_area_formula,10,1.0,0.0,1
nl_hint_only,select_area_formula,11,1.0,0.0,1
nl_hint_only,select_area_formula,12,1.0,0.0,1
nl_hint_only,select_area_formula,13,1.0,0.0,1
nl_hint_only,select_area_formula,14,1.0,0.0,1
nl_hint_only,select_area_formula,15,1.0,0.0,1
nl_hint_only,use_trig_ratios,1,1.0,0.0,1
nl_hint_only,use_trig_ratios,2,1.0,0.0,1
feedback_and_nl_hint,apply_pythagorean,1,1.0,0.0,1
feedback_and_nl_hint,apply_pythagorean,2,1.0,0.0,1
feedback_and_nl_hint,apply_pythagorean,3,1.0,0.0,1
feedback_and_nl_hint,apply_pythagorean,4,1.0,0.0,1
feedback_and_nl_hint,apply_pythagorean,5,0.0,0.0,1
feedback_and_nl_hint,backfill_with_sines_if_needed,1,1.0,0.0,1
feedback_and_nl_hint,backfill_with_sines_if_needed,2,1.0,0.0,1
feedback_and_nl_hint,backfill_with_sines_if_needed,3,1.0,0.0,1
feedback_and_nl_hint,classify_triangle,1,1.0,0.0,1
feedback_and_nl_hint,classify_triangle,2,0.0,0.0,1
feedback_and_nl_hint,classify_triangle,3,0.0,0.0,1
feedback_and_nl_hint,classify_triangle,4,0.0,0.0,1
feedback_and_nl_hint,classify_triangle,5,0.0,0.0,1
feedback_and_nl_hint,classify_triangle,6,1.0,0.0,1
feedback_and_nl_hint,classify_triangle,7,0.0,0.0,1
feedback_and_nl_hint,classify_triangle,8,0.0,0.0,1
feedback_and_nl_hint,classify_triangle,9,0.0,0.0,1
feedback_and_nl_hint,classify_triangle,10,0.0,0.0,1
feedback_and_nl_hint,classify_triangle,11,1.0,0.0,1
feedback_and_nl_hint,classify_triangle,12,1.0,0.0,1
feedback_and_nl_hint,classify_triangle,13,1.0,0.0,1
feedback_and_nl_hint,classify_triangle,14,0.0,0.0,1
feedback_and_nl_hint,classify_triangle,15,0.0,0.0,1
feedback_and_nl_hint,compute_area,1,1.0,0.0,1
feedback_and_nl_hint,compute_area,2,1.0,0.0,1
feedback_and_nl_hint,compute_area,3,1.0,0.0,1
feedback_and_nl_hint,compute_area,4,1.0,0.0,1
feedback_and_nl_hint,compute_area,5,1.0,0.0,1
feedback_and_nl_hint,compute_area,6,1.0,0.0,1
feedback_and_nl_hint,compute_area,7,1.0,0.0,1
feedback_and_nl_hint,compute_area,8,0.0,0.0,1
feedback_and_nl_hint,compute_area,9,1.0,0.0,1
feedback_and_nl_hint,compute_area,10,1.0,0.0,1
feedback_and_nl_hint,compute_area,11,0.0,0.0,1
feedback_and_nl_hint,compute_missing_angles,1,1.0,0.0,1
feedback_and_nl_hint,compute_missing_angles,2,0.0,0.0,1
feedback_and_nl_hint,compute_missing_angles,3,1.0,0.0,1
feedback_and_nl_hint,compute_missing_angles,4,0.0,0.0,1
feedback_and_nl_hint,compute_missing_angles,5,1.0,0.0,1
feedback_and_nl_hint,compute_missing_angles,6,0.0,0.0,1
feedback_and_nl_hint,compute_missing_angles,7,1.0,0.0,1
feedback_and_nl_hint,compute_missing_angles,8,1.0,0.0,1
feedback_and_nl_hint,compute_missing_angles,9,1.0,0.0,1
feedback_and_nl_hint,compute_missing_sides,1,1.0,0.0,1
feedback_and_nl_hint,compute_missing_sides,2,0.0,0.0,1
feedback_and_nl_hint,compute_missing_sides,3,1.0,0.0,1
feedback_and_nl_hint,compute_missing_sides,4,0.0,0.0,1
feedback_and_nl_hint,compute_missing_sides,5,0.0,0.0,1
feedback_and_nl_hint,compute_missing_sides,6,1.0,0.0,1
feedback_and_nl_hint,compute_missing_sides,7,1.0,0.0,1
feedback_and_nl_hint,compute_missing_sides,8,1.0,0.0,1
feedback_and_nl_hint,compute_missing_sides,9,1.0,0.0,1
feedback_and_nl_hint,compute_missing_sides,10,1.0,0.0,1
feedback_and_nl_hint,compute_missing_sides,11,1.0,0.0,1
feedback_and_nl_hint,compute_unknown_by_cosine,1,1.0,0.0,1
feedback_and_nl_hint,compute_unknown_by_cosine,2,1.0,0.0,1
feedback_and_nl_hint,compute_unknown_by_cosine,3,1.0,0.0,1
feedback_and_nl_hint,compute_unknown_by_cosine,4,1.0,0.0,1
feedback_and_nl_hint,compute_unknown_by_cosine,5,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,1,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,2,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,3,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,4,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,5,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,6,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,7,0.0,0.0,1
feedback_and_nl_hint,consistency_checks,8,0.0,0.0,1
feedback_and_nl_hint,consistency_checks,9,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,10,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,11,0.0,0.0,1
feedback_and_nl_hint,consistency_checks,12,0.0,0.0,1
feedback_and_nl_hint,consistency_checks,13,0.0,0.0,1
feedback_and_nl_hint,consistency_checks,14,0.0,0.0,1
feedback_and_nl_hint,consistency_checks,15,1.0,0.0,1
feedback_and_nl_hint,done,1,1.0,0.0,1
feedback_and_nl_hint,done,2,1.0,0.0,1
feedback_and_nl_hint,done,3,1.0,0.0,1
feedback_and_nl_hint,done,4,0.0,0.0,1
feedback_and_nl_hint,done,5,1.0,0.0,1
feedback_and_nl_hint,done,6,0.0,0.0,1
feedback_and_nl_hint,done,7,0.0,0.0,1
feedback_and_nl_hint,done,8,0.0,0.0,1
feedback_and_nl_hint,done,9,1.0,0.0,1
feedback_and_nl_hint,done,10,1.0,0.0,1
feedback_and_nl_hint,done,11,1.0,0.0,1
feedback_and_nl_hint,done,12,0.0,0.0,1
feedback_and_nl_hint,done,13,0.0,0.0,1
feedback_and_nl_hint,done,14,0.0,0.0,1
feedback_and_nl_hint,done,15,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,1,1.0,0.0,1
feedback_and_nl_hint,normalize_inputs,2,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,3,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,4,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,5,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,6,1.0,0.0,1
feedback_and_nl_hint,normalize_inputs,7,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,8,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,9,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,10,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,11,1.0,0.0,1
feedback_and_nl_hint,normalize_inputs,12,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,13,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,14,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,15,0.0,0.0,1
feedback_and_nl_hint,report_solution,1,1.0,0.0,1
feedback_and_nl_hint,report_solution,2,1.0,0.0,1
feedback_and_nl_hint,report_solution,3,1.0,0.0,1
feedback_and_nl_hint,report_solution,4,0.0,0.0,1
feedback_and_nl_hint,report_solution,5,0.0,0.0,1
feedback_and_nl_hint,report_solution,6,1.0,0.0,1
feedback_and_nl_hint,report_solution,7,0.0,0.0,1
feedback_and_nl_hint,report_solution,8,0.0,0.0,1
feedback_and_nl_hint,report_solution,9,1.0,0.0,1
feedback_and_nl_hint,report_solution,10,1.0,0.0,1
feedback_and_nl_hint,report_solution,11,0.0,0.0,1
feedback_and_nl_hint,report_solution,12,0.0,0.0,1
feedback_and_nl_hint,report_solution,13,0.0,0.0,1
feedback_and_nl_hint,report_solution,14,0.0,0.0,1
feedback_and_nl_hint,report_solution,15,1.0,0.0,1
feedback_and_nl_hint,resolve_ssa_ambiguity,1,1.0,0.0,1
feedback_and_nl_hint,resolve_ssa_ambiguity,2,0.0,0.0,1
feedback_and_nl_hint,resolve_ssa_ambiguity,3,1.0,0.0,1
feedback_and_nl_hint,resolve_ssa_ambiguity,4,0.0,0.0,1
feedback_and_nl_hint,resolve_ssa_ambiguity,5,0.0,0.0,1
feedback_and_nl_hint,resolve_ssa_ambiguity,6,1.0,0.0,1
feedback_and_nl_hint,resolve_ssa_ambiguity,7,1.0,0.0,1
feedback_and_nl_hint,resolve_ssa_ambiguity,8,1.0,0.0,1
feedback_and_nl_hint,resolve_ssa_ambiguity,9,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,1,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,2,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,3,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,4,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,5,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,6,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,7,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,8,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,9,0.0,0.0,1
feedback_and_nl_hint,select_area_formula,10,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,11,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,12,0.0,0.0,1
feedback_and_nl_hint,use_trig_ratios,1,1.0,0.0,1
feedback_and_nl_hint,use_trig_ratios,2,1.0,0.0,1
feedback_and_nl_hint,use_trig_ratios,3,1.0,0.0,1
feedback_and_nl_hint,use_trig_ratios,4,0.0,0.0,1
