framework,kc_field,opportunity,error_rate,stderr,n_students
nl_hint_only,normalize_inputs,5,1.0,0.0,1
nl_hint_only,report_solution,1,1.0,0.0,1
nl_hint_only,report_solution,2,1.0,0.0,1
nl_hint_only,report_solution,3,1.0,0.0,1
nl_hint_only,report_solution,4,1.0,0.0,1
nl_hint_only,report_solution,5,1.0,0.0,1
nl_hint_only,resolve_ssa_ambiguity,1,1.0,0.0,1
nl_hint_only,scale_sides_angles,1,1.0,0.0,1
nl_hint_only,select_area_formula,1,1.0,0.0,1
nl_hint_only,select_area_formula,2,1.0,0.0,1
feedback_and_nl_hint,apply_pythagorean,1,1.0,0.0,1
feedback_and_nl_hint,apply_pythagorean,2,1.0,0.0,1
feedback_and_nl_hint,apply_pythagorean,3,1.0,0.0,1
feedback_and_nl_hint,apply_pythagorean,4,1.0,0.0,1
feedback_and_nl_hint,apply_pythagorean,5,1.0,0.0,1
feedback_and_nl_hint,apply_pythagorean,6,1.0,0.0,1
feedback_and_nl_hint,backfill_with_sines_if_needed,1,1.0,0.0,1
feedback_and_nl_hint,backfill_with_sines_if_needed,2,1.0,0.0,1
feedback_and_nl_hint,backfill_with_sines_if_needed,3,1.0,0.0,1
feedback_and_nl_hint,backfill_with_sines_if_needed,4,1.0,0.0,1
feedback_and_nl_hint,backfill_with_sines_if_needed,5,1.0,0.0,1
feedback_and_nl_hint,backfill_with_sines_if_needed,6,1.0,0.0,1
feedback_and_nl_hint,classify_triangle,1,1.0,0.0,1
feedback_and_nl_hint,classify_triangle,2,1.0,0.0,1
feedback_and_nl_hint,classify_triangle,3,0.0,0.0,1
feedback_and_nl_hint,classify_triangle,4,0.0,0.0,1
feedback_and_nl_hint,classify_triangle,5,0.0,0.0,1
feedback_and_nl_hint,classify_triangle,6,0.0,0.0,1
feedback_and_nl_hint,compute_area,1,1.0,0.0,1
feedback_and_nl_hint,compute_area,2,1.0,0.0,1
feedback_and_nl_hint,compute_area,3,1.0,0.0,1
feedback_and_nl_hint,compute_area,4,0.0,0.0,1
feedback_and_nl_hint,compute_area,5,1.0,0.0,1
feedback_and_nl_hint,compute_area,6,1.0,0.0,1
feedback_and_nl_hint,compute_missing_angles,1,1.0,0.0,1
feedback_and_nl_hint,compute_missing_sides,1,1.0,0.0,1
feedback_and_nl_hint,compute_unknown_by_cosine,1,1.0,0.0,1
feedback_and_nl_hint,compute_unknown_by_cosine,2,1.0,0.0,1
feedback_and_nl_hint,compute_unknown_by_cosine,3,1.0,0.0,1
feedback_and_nl_hint,compute_unknown_by_cosine,4,1.0,0.0,1
feedback_and_nl_hint,compute_unknown_by_cosine,5,1.0,0.0,1
feedback_and_nl_hint,compute_unknown_by_cosine,6,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,1,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,2,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,3,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,4,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,5,0.0,0.0,1
feedback_and_nl_hint,consistency_checks,6,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,7,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,8,0.0,0.0,1
feedback_and_nl_hint,consistency_checks,9,1.0,0.0,1
feedback_and_nl_hint,consistency_checks,10,1.0,0.0,1
feedback_and_nl_hint,done,1,1.0,0.0,1
feedback_and_nl_hint,done,2,1.0,0.0,1
feedback_and_nl_hint,done,3,1.0,0.0,1
feedback_and_nl_hint,done,4,1.0,0.0,1
feedback_and_nl_hint,done,5,0.0,0.0,1
feedback_and_nl_hint,done,6,1.0,0.0,1
feedback_and_nl_hint,done,7,1.0,0.0,1
feedback_and_nl_hint,done,8,1.0,0.0,1
feedback_and_nl_hint,done,9,0.0,0.0,1
feedback_and_nl_hint,done,10,0.0,0.0,1
feedback_and_nl_hint,done,11,1.0,0.0,1
feedback_and_nl_hint,done,12,1.0,0.0,1
feedback_and_nl_hint,done,13,1.0,0.0,1
feedback_and_nl_hint,done,14,1.0,0.0,1
feedback_and_nl_hint,done,15,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,1,1.0,0.0,1
feedback_and_nl_hint,normalize_inputs,2,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,3,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,4,0.0,0.0,1
feedback_and_nl_hint,normalize_inputs,5,0.0,0.0,1
feedback_and_nl_hint,report_solution,1,1.0,0.0,1
feedback_and_nl_hint,report_solution,2,1.0,0.0,1
feedback_and_nl_hint,report_solution,3,1.0,0.0,1
feedback_and_nl_hint,report_solution,4,1.0,0.0,1
feedback_and_nl_hint,report_solution,5,0.0,0.0,1
feedback_and_nl_hint,report_solution,6,1.0,0.0,1
feedback_and_nl_hint,report_solution,7,1.0,0.0,1
feedback_and_nl_hint,report_solution,8,0.0,0.0,1
feedback_and_nl_hint,report_solution,9,0.0,0.0,1
feedback_and_nl_hint,report_solution,10,1.0,0.0,1
feedback_and_nl_hint,report_solution,11,1.0,0.0,1
feedback_and_nl_hint,report_solution,12,1.0,0.0,1
feedback_and_nl_hint,report_solution,13,1.0,0.0,1
feedback_and_nl_hint,report_solution,14,0.0,0.0,1
feedback_and_nl_hint,resolve_ssa_ambiguity,1,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,1,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,2,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,3,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,4,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,5,0.0,0.0,1
feedback_and_nl_hint,select_area_formula,6,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,7,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,8,1.0,0.0,1
feedback_and_nl_hint,select_area_formula,9,1.0,0.0,1
feedback_and_nl_hint,use_trig_ratios,1,1.0,0.0,1
feedback_and_nl_hint,use_trig_ratios,2,1.0,0.0,1
feedback_and_nl_hint,use_trig_ratios,3,1.0,0.0,1
